timestamp,open,high,low,close,volume
2021-01-04,26.890056391086407,26.996482161747434,26.07413112128599,26.340194702148438,31421600
2021-01-05,26.686075997070947,27.448789241636863,26.446619277277424,27.07630157470703,37360000
2021-01-06,28.291318552768104,29.266881611466356,28.19376343100442,28.9919490814209,73507500
2021-01-07,29.78127560498914,30.33113736968337,29.550686121524475,29.648242950439453,50634100
2021-01-08,29.807877932287127,29.8433537545295,28.974213025394516,29.435388565063477,32324700
2021-01-11,28.947603501860137,29.763530375065173,28.663803732874065,29.4797306060791,33739300
2021-01-12,30.15375579664853,30.614931291282385,29.852218103355632,30.100542068481445,59146400
2021-01-13,29.994123028942965,30.384346951508373,29.825617936208985,29.97638511657715,35734800
2021-01-14,30.215840853079015,31.129321318969012,30.162627117752713,30.81891632080078,55856900
2021-01-15,29.33784241245969,29.710328489001313,28.220377416511912,28.415491104125977,91993100
2021-01-19,28.743628037386877,29.30236041783478,28.62833330230635,28.93874168395996,43806800
2021-01-20,29.071769396472774,29.116115865171885,28.646069685613714,28.7879695892334,29949800
2021-01-21,28.66380851383201,28.761365335035407,28.309058743429205,28.380008697509766,28240600
2021-01-22,27.79467299663104,28.433224317281432,27.62616621017269,28.291322708129883,24476100
2021-01-25,28.2735838344841,28.690414616733047,28.04299774495431,28.59286117553711,28515500
2021-01-26,28.814578652545528,28.850051091702277,27.812408662623774,27.83014488220215,28026500
2021-01-27,27.422183117624304,27.51973993756829,26.535307857276273,26.75702667236328,45074900
2021-01-28,27.0763085966865,27.537482553588042,26.88119491147747,27.32463264465332,28770200
2021-01-29,27.289148360510527,27.66163598556415,26.446616304066836,26.499828338623047,39500800
2021-02-01,26.73042017375987,26.80137012790174,26.322458360339198,26.597389221191406,23713400
2021-02-02,27.014221059270128,27.661641319460763,26.943271102320793,27.27141571044922,25302900
2021-02-03,27.244804162170386,28.176024090194502,27.147249045360706,28.113943099975586,28507800
2021-02-04,28.35415911125046,29.226045152560122,28.29187996114739,29.0570068359375,30825400
2021-02-05,29.35950503367794,29.52854338632201,28.92355937472471,28.968046188354492,24908100
2021-02-08,29.16377818348205,29.86662785776997,27.37551865385119,29.715383529663086,29223800
2021-02-09,29.54633689354977,29.724273963218014,29.279432985981067,29.5908203125,23539800
