timestamp,open,high,low,close,volume
2021-01-04,190.28381146565314,190.48785110636425,184.72140631709334,186.49569702148438,4055400
2021-01-05,186.46015771544324,188.0304083924864,185.96335860642088,187.6134490966797,2576100
2021-01-06,187.45382943809014,187.8175623081139,185.44000554993147,187.18768310546875,3083400
2021-01-07,189.15713298048365,189.15713298048365,186.79732309603767,188.05706787109375,3142000
2021-01-08,188.8732489959022,191.72985824794696,188.27886320624577,191.50807189941406,2639100
2021-01-11,190.81609191208983,191.72985054840922,189.0684144728932,190.0531463623047,2545400
2021-01-12,189.57413214595536,190.14190474869943,187.13448191690767,187.72000122070312,2952000
2021-01-13,187.10785319410965,189.0773172085313,187.0989730759334,188.15467834472656,2069800
2021-01-14,188.16356253043952,188.669228417092,184.5262606321193,184.96983337402344,3666700
2021-01-15,184.49965391805495,186.92155738476794,184.01172117723863,186.22071838378906,3593700
2021-01-19,186.90378300943786,187.18767602997377,184.41978676357,185.49322509765625,3331600
2021-01-20,186.43358330911911,190.21283103028975,185.9722774898671,189.52085876464844,4077700
2021-01-21,189.90233011427813,191.587914389435,189.24585122344212,189.43214416503906,2674900
2021-01-22,188.52724663405152,189.9732978339955,187.33847515688643,189.299072265625,2196400
2021-01-25,188.2700122477346,189.89349007811936,186.79734752245454,189.26361083984375,2615300
2021-01-26,188.52727808328262,191.18871448095592,188.22565187370336,191.07339477539062,2907800
2021-01-27,188.42082797612989,189.09505366776722,183.6391143798828,183.6391143798828,5464000
2021-01-28,185.08516227446532,186.6199201351362,181.98015315401548,183.47943115234375,5401600
2021-01-29,181.96241962121238,185.7682679766342,180.1881285668538,184.3843231201172,5203300
2021-02-01,184.95208983628237,186.02554184622073,183.28426550320785,184.4641571044922,2812500
2021-02-02,184.60608475938727,188.63373249354976,184.21573861386335,186.08761596679688,2786000
2021-02-03,184.8367550346619,186.29167299271964,184.46414204316127,185.1561279296875,3020700
2021-02-04,186.30053574597133,188.17241309898478,185.12063072850177,187.21429443359375,2777500
2021-02-05,188.59825256780894,190.0088106188979,188.083706569844,188.58938598632812,2600200
2021-02-08,188.54502547858752,188.95311835058004,186.2650686619529,187.70223999023438,2696200
2021-02-09,188.136908788902,191.78306294793157,187.8707624936427,191.6056365966797,3047300
2021-02-10,192.4041099595965,192.78557600630532,189.68056692433643,190.2039794921875,3161600
2021-02-11,190.328188360193,190.55885485220395,188.4296975441684,190.0886688232422,2583600
2021-02-12,189.84914171984178,190.47014087792724,188.95312961580177,189.7604217529297,2781200
2021-02-16,190.17734398048705,192.45731402323085,189.6982914485882,190.7628631591797,2892900
2021-02-17,189.81361304174405,190.6386516674367,188.63370817642857,189.3611602783203,3280000
